ID;VERSION;CODIGO;CST;DESCRICAO;TIPO_ALIQUOTA;NOMENCLATURA;DESCRICAO_TRATAMENTO_TRIBUTARIO;INCOMPATIVEL_COM_SUSPENSAO;EXIGE_GRUPO_DESONERACAO;POSSUI_PERCENTUAL_REDUCAO;IND_APROP_CREDITO_ADQUIRENTE_CBS;IND_APROP_CREDITO_ADQUIRENTE_IBS;IND_CREDITO_PRESUMIDO_FORNECEDOR;IND_CREDITO_PRESUMIDO_ADQUIRENTE;CREDITO_OPERACAO_ANTECEDENTE;PCT_REDUCAO_CBS;PCT_REDUCAO_IBS_UF;PCT_REDUCAO_IBS_MUN;APLICAVEL_NFE;SIGLAS_DFE;DATA_ATUALIZACAO
e60ca77d-0965-40d5-8b61-cb769f5fe77c;1;200029;200;Fornecimento dos serviços de saúde humana (Anexo III);Padrão;NBS;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;false;NFSe;2025-12-15
9d0d2133-b0b6-47dd-90e9-7bdc32bbf288;1;200030;200;Venda dos dispositivos médicos (Anexo IV);Padrão;NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;true;NFe,NFCe,NFSe;2025-12-15
1f589631-1eda-4cce-8a97-4f8364e821bc;1;200031;200;Fornecimento dos dispositivos de acessibilidade próprios para pessoas com deficiência (Anexo V);Padrão;NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;true;NFe,NFCe,NFSe;2025-12-15
32d66eb9-d11a-4691-9cad-c6c305a08c63;1;200032;200;Fornecimento dos medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação, ressalvados os medicamentos sujeitos à alíquota zero;Padrão;NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;true;NFe,NFCe;2026-01-26
7bc145ab-c83e-4319-af2e-2f91355c204d;1;200033;200;Fornecimento das composições para nutrição enteral e parenteral (Anexo VI);Padrão;NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;true;NFe,NFCe;2025-12-15
2ed43f6a-545a-467f-ac4d-a95b3d32f8b1;1;200034;200;Fornecimento dos alimentos destinados ao consumo humano (Anexo VII);Padrão;NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;true;NFe,NFCe;2025-12-15
a38853d7-ec0d-45ff-a478-85e1aa2f40b2;1;200035;200;Fornecimento dos produtos de higiene pessoal e limpeza (Anexo VIII);Padrão;NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;true;NFe,NFCe;2025-12-15
5f8f3c44-39a3-40bb-acdc-40236b04bc7b;1;200036;200;Fornecimento de produtos agropecuários, aquícolas, pesqueiros, florestais e extrativistas vegetais in natura;Padrão;NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;true;NFe,NFCe;2025-12-15
3b031429-94f2-4af5-a3cb-b9fb24bb6a5d;1;200037;200;Fornecimento de serviços ambientais de conservação ou recuperação da vegetação nativa;Padrão;NBS ou NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;false;NFSe;2025-12-15
3732d9d5-356a-4e9e-9117-3c2460480014;1;200038;200;Fornecimento dos insumos agropecuários e aquícolas (Anexo IX);Padrão;NBS ou NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;true;NFe,NFCe,NFSe;2025-12-15
f57c7b63-1312-437a-881c-0e331bb4c955;1;200039;200;Fornecimento dos bens e serviços relacionados com produções nacionais artísticas, culturais, de eventos, jornalísticas e audiovisuais (Anexo X);Padrão;NBS ou NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;true;NFe,NFSe;2026-01-23
8ebdf61e-c173-405e-99e5-5b5301f16e74;1;200040;200;Fornecimento de serviços de comunicação institucional à administração pública;Padrão;NBS ou NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;false;NFSe;2025-12-15
8bd749dd-16de-4c76-9abe-c9c6b6f01792;1;200041;200;Fornecimento de serviço de educação desportiva (art. 141. I);Padrão;NBS ou NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;false;NFSe;2025-12-15
f56a8dca-1d89-40dc-8762-e4d78d86e544;1;200042;200;Fornecimento de serviço de gestão e exploração do desporto (art. 141. II);Padrão;NBS ou NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;false;NFSe;2026-01-23
47e669f4-be13-4c16-b8c1-937bfc5eefae;1;200043;200;Fornecimento à administração pública dos serviços e dos bens relativos à soberania (Anexo XI);Padrão;NBS ou NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;true;NFe,NFSe,NFCom;2026-01-23
cd0afcde-fef0-4906-997f-0faee04dbda6;1;200044;200;Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI);Padrão;NBS ou NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;false;NFSe,NFCom;2026-01-23
2d407c61-da46-4696-8a77-ce3448ae1d4d;1;200045;200;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;Padrão;NBS ou NCM;Alíquota reduzida em 60%;false;false;true;true;true;false;false;Manutenção;60;60;60;false;NFe ABI,NFSe;2025-12-15
e903d7b9-fda7-49ca-ba93-2b352d6946b8;1;200046;200;Operações com bens imóveis;Padrão;NBS ou NCM;Alíquota reduzida em 50%;false;false;true;true;true;false;false;Manutenção;50;50;50;false;NFe ABI,NFSe;2025-12-15
c9539ce0-3de7-4559-8747-5901f0543f3d;1;200047;200;Bares e Restaurantes;Padrão;NCM;Alíquota reduzida em 40%;false;false;true;true;true;false;false;Manutenção;40;40;40;true;NFe,NFCe;2025-12-15
6ea86bfe-ffcc-46be-9455-76a8af81baae;1;200048;200;Hotelaria, Parques de Diversão e Parques Temáticos;Padrão;NBS ou NCM;Alíquota reduzida em 40%;false;false;true;true;true;false;false;Manutenção;40;40;40;false;NFSe;2025-12-15
196498e4-2518-48af-bbb1-1470408ff1fb;1;200049;200;Transporte coletivo de passageiros rodoviário, ferroviário e hidroviário;Padrão;NBS ou NCM;Alíquota reduzida em 40%;false;false;true;true;true;false;false;Manutenção;40;40;40;false;BPe;2025-12-15
45416a55-cf96-4324-886b-1aa2d9ac8f8c;1;200050;200;Serviços de transporte aéreo regional coletivo de passageiros ou de carga;Padrão;NBS ou NCM;Alíquota reduzida em 40%;false;false;true;true;true;false;false;Manutenção;40;40;40;false;CTe,BPe TA,CTe OS;2025-12-15
6380128c-64cf-4834-a6b3-58e297849608;1;200051;200;Agências de Turismo;Padrão;NBS ou NCM;Alíquota reduzida em 40%;false;false;true;true;true;false;false;Manutenção;40;40;40;false;NFSe;2025-12-15
d43e2fb0-86cf-4972-ad3a-9f6b9469ebda;1;200052;200;Prestação de serviços de profissões intelectuais;Padrão;NBS ou NCM;Alíquota reduzida em 30%;false;false;true;true;true;false;false;Manutenção;30;30;30;false;NFSe;2026-04-15
d945cc25-9fc0-467f-b255-c1261bfb5a19;1;200053;200;Fornecimento de medicamentos registrados na Anvisa, quando  classificados como soros ou vacinas;Padrão;NCM;Alíquota zero;false;false;true;false;false;false;false;Manutenção;100;100;100;true;NFe,NFCe;2026-01-23
8a77de14-5333-4503-8844-0589733958d3;1;200054;200;Fornecimento de bem material pela cooperativa de produção agropecuária a associado não sujeito ao regime regular do IBS e da CBS;Padrão;NCM;Alíquota zero;false;false;true;false;false;false;false;Manutenção;100;100;100;true;NFe,NFCe,NFSe;2026-04-15
f8725e75-941e-4637-bc5a-1a802b942d9e;1;221001;221;Locação, cessão onerosa ou arrendamento de bem imóvel com alíquota sobre a receita bruta;Fixa;NBS ou NCM;Alíquota fixa proporcional;false;false;false;true;true;false;false;Manutenção;0;0;0;false;NFSe;2026-04-15
c9c93108-a896-4db4-b0df-ee2b19c77197;1;221002;221;Incorporação imobiliária submetida ao regime especial de tributação;Fixa;NBS ou NCM;Alíquota fixa;false;false;false;true;true;false;false;Manutenção;0;0;0;false;NFe ABI;2026-06-22
624b2d29-c793-427c-801e-0749f1f8a0f0;1;221003;221;Incorporação imobiliária submetida ao regime especial de tributação;Fixa;NBS ou NCM;Alíquota fixa;false;false;false;true;true;false;false;Manutenção;0;0;0;false;NFe ABI;2026-06-22
519dd0a5-1aff-40e4-b9cf-e19966473bd3;1;221004;221;Alienação de imóvel decorrente de parcelamento do solo;Fixa;NBS ou NCM;Alíquota fixa;false;false;false;true;true;false;false;Manutenção;0;0;0;false;NFe ABI;2026-06-22
8c440506-6abf-4429-891e-5709bcded94a;1;222001;222;Transporte internacional de passageiros, caso os trechos de ida e volta sejam vendidos em conjunto;Padrão;NBS;Redução de base de cálculo;false;false;false;true;true;false;false;Manutenção;0;0;0;false;BPe,BPe TA,CTe OS;2025-12-15
ffb4c530-5f50-4d5f-9363-be6690987a57;1;400001;400;Fornecimento de serviços de transporte público coletivo de passageiros rodoviário e metroviário;Sem alíquota;NBS ou NCM;Isenção;false;false;false;false;false;false;false;Manutenção;0;0;0;false;BPe,BPe TM,NFSe;2025-12-15
81f1daba-4ff2-445f-8170-4609192cd625;1;400002;400;Fornecimento de serviços de transporte público coletivo de passageiros rodoviário e metroviário com medição por quilômetro rodado;Sem alíquota;NBS ou NCM;Isenção;false;false;false;false;false;false;false;Manutenção;0;0;0;false;CTe OS;2026-01-23
e1762b0f-1c6c-4cfb-a952-c8e9e502a67f;1;410001;410;Fornecimento de bonificações quando constem no documento fiscal e que não dependam de evento posterior;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Anulação;0;0;0;true;NFe ABI,NFe,NFCe,CTe,CTe OS,BPe,BPe TA,NF3e,NFSe,NFCom,NFAg,NFGas;2025-12-15
93d4c0c6-b0cd-4df0-a311-2c2b63fe467b;1;410002;410;Transferências entre estabelecimentos pertencentes ao mesmo contribuinte;Sem alíquota;NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;true;NFe;2025-12-15
cc1c0aa4-79ea-4847-a6fe-5e4a99525d14;1;410003;410;Doações sem contraprestação em benefício do doador;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;true;NFe ABI,NFe,NFCe,CTe,CTe OS,BPe,BPe TA,NF3e,NFSe,NFCom,DERE,NFAg,NFGas;2025-12-15
4c5982a7-deab-452a-99fc-495c129626ff;1;410004;410;Exportações de bens e serviços;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;true;NFe,CTe,CTe OS,BPe,BPe TA,NF3e,NFSe,NFCom;2025-12-15
9f371296-7ba3-4d35-a219-96a04d0ab8da;1;410005;410;Fornecimentos realizados pela União, pelos Estados, pelo Distrito Federal e pelos Municípios;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;true;NFe,NFCe,NFSe;2025-12-15
6fc3bfd9-1fb9-4170-a4c0-8c4e067d2f27;1;410006;410;Fornecimentos realizados por entidades religiosas e templos de qualquer culto;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Anulação;0;0;0;true;NFe,NFCe,NFSe;2025-12-15
dbec218b-7bf4-40d4-a656-7ba658118c62;1;410007;410;Fornecimentos realizados por partidos políticos, entidades sindicais e instituições de educação e de assistência social;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Anulação;0;0;0;true;NFe,NFCe,NFSe;2026-01-23
d9511d46-d2c6-4122-967a-3a0d736c75f1;1;410008;410;Fornecimentos de livros, jornais, periódicos e do papel destinado a sua impressão;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Anulação;0;0;0;true;NFe,NFCe,NFSe,NFCom;2025-12-15
a8d84797-cc46-498b-86b6-1a4faa0ef720;1;410009;410;Fornecimentos de fonogramas e videofonogramas musicais produzidos no Brasil;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;true;NFe,NFCe,NFSe,NFCom;2025-12-15
4d8bb842-5485-41d1-b110-e5ec104d916b;1;410010;410;Fornecimentos de serviço de comunicação nas modalidades de radiodifusão sonora e de sons e imagens de recepção livre e gratuita;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;false;NFSe,NFCom,DERE;2025-12-15
1a25330f-9495-41fc-a8d0-577d611b410b;1;410011;410;Fornecimentos de ouro, quando definido em lei como ativo financeiro ou instrumento cambial;Sem alíquota;NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;false;;2025-12-15
b8f3f888-400c-4e52-9df4-538c26cab22a;1;410012;410;Fornecimento de condomínio edilício não optante pelo regime regular;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Anulação;0;0;0;true;NFe,NFCe,NFSe;2025-12-15
76b530e4-be37-4d1f-9188-e2e7a577cb6e;1;410013;410;Exportações de combustíveis;Sem alíquota;NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;true;NFe;2025-12-15
a3fd0665-c7ca-4d04-95f4-21bac8f1acba;1;410014;410;Fornecimento de produtor rural não contribuinte;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;true;NFe,NFCe,NFSe;2025-12-15
376779fd-93ff-4d8f-b230-21a654d1e2ae;1;410015;410;Fornecimento por transportador autônomo não contribuinte;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;true;true;Manutenção;0;0;0;false;CTe,NFSe;2025-12-15
5cc7e178-1fd4-4e2c-a104-e2307b7132ed;1;410016;410;Fornecimento ou aquisição de resíduos sólidos;Sem alíquota;NCM;Imunidade e não incidência;false;false;false;false;false;true;true;Manutenção;0;0;0;true;NFe;2025-12-15
d58e1fb2-2b3f-4b7d-aa97-dc6f516fb56f;1;410017;410;Aquisição de bem móvel com crédito presumido sob condição de revenda realizada;Sem alíquota;NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;true;NFe;2025-12-15
08ee55c0-1189-4e6a-bb06-65f554879aeb;1;410018;410;Operações relacionadas aos fundos garantidores e executores de políticas públicas;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;true;true;Manutenção;0;0;0;false;NFe ABI,DERE;2025-12-15
3cb15273-4b52-4f6c-982e-c04e31aa4bac;1;410019;410;Exclusão da gorjeta na base de cálculo no fornecimento de alimentação;Sem alíquota;NCM;Tributação com exclusão de base de cálculo em caso de não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;true;NFe,NFCe;2025-12-15
608c81e2-e888-4e73-9b23-13266d1469c3;1;410020;410;Exclusão do valor de intermediação na base de cálculo no fornecimento de alimentação;Sem alíquota;NCM;Tributação com exclusão de base de cálculo em caso de não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;true;NFe,NFCe;2025-12-15
5e668763-9100-46f7-8e9c-1e2b45c19d2a;1;410021;410;Contribuição de que trata o art. 149-A da Constituição Federal;Sem alíquota;NCM;Tributação com exclusão de base de cálculo em caso de não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;false;NF3e;2025-12-15
719d0b91-4796-4805-9095-4e8fc554d27e;1;410022;410;Consolidação da propriedade do bem pelo credor;Sem alíquota;NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;false;NFe ABI;2025-12-15
39e55f29-dfa6-4245-bf7d-a8ac16d2f68e;1;410023;410;Alienação de bens móveis ou imóveis que tenham sido objeto de garantia em que o prestador da garantia não seja contribuinte;Sem alíquota;NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;false;NFe ABI;2025-12-15
999879c1-b8eb-4645-910f-b3f6f08c021f;1;410024;410;Consolidação da propriedade do bem pelo grupo de consórcio;Sem alíquota;NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;false;NFe ABI;2025-12-15
6d34c49c-a054-4cb6-a8c9-20ed2d8476a9;1;410025;410;Alienação de bem que tenha sido objeto de garantia em que o prestador da garantia não seja contribuinte;Sem alíquota;NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;false;NFe ABI;2025-12-15
a7654753-10ea-4688-9be2-1f545fc4ddb7;1;410026;410;Doação com anulação de crédito;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;true;NFe ABI,NFe,NFCe,CTe,CTe OS,BPe,BPe TA,NF3e,NFSe,NFCom,DERE,NFAg,NFGas;2025-12-15
910543dd-8d4c-4f08-bc94-47caa22f5647;1;410027;410;Exportação de serviço ou de bem imaterial;Sem alíquota;NBS;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;100;100;100;true;CTe,CTe OS,NFSe,NFe;2026-01-23
7c2d67df-1905-4320-9e4f-b0775b59f410;1;410028;410;Operações com bens imóveis realizadas por pessoas físicas não consideradas contribuintes;Sem alíquota;NBS;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;100;100;100;false;NFe ABI,NFSe;2025-12-15
0d0444a3-454b-4b9c-9245-79afad19ecc4;1;410029;410;Operações acobertadas somente pelo ICMS;Sem alíquota;NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;100;100;100;true;NFe,NFCe;2025-12-15
545ec45b-04d6-4378-b0ce-6211e0a5ed67;1;410030;410;Estorno de crédito por perecimento, deteriorização, roubo, furto ou extravio.;Sem alíquota;NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;100;100;100;true;NFe;2025-12-15
a53a4bce-1af2-41f9-a948-0668a5a72584;1;410031;410;Fornecimento em período anterior ao início de vigência de incidências de CBS e IBS;Sem alíquota;NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;100;100;100;true;NF3e,NFCom,NFAg,NFGas,NFe;2025-12-15
68be33a1-d432-46b4-b76e-afc977e60d04;1;410032;410;Tributos incidentes na operação que não integram a base de cálculo do IBS e da CBS;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;false;NF3e,NFCom,NFAg,NFGas;2026-01-23
6443ba6a-58c1-46a9-ae5e-cd103f63e5b8;1;410033;410;Operações de Fundos de Investimento Imobiliário (FII) e Fundos de Investimento nas Cadeias Produtivas do Agronegócio (Fiagro);Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;false;NFe ABI,NFSe;2026-01-23
cad7d9a9-adf4-4632-aef5-cba72db49d1e;1;410034;410;Operações de fundos de investimento;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;false;DERE;2026-01-23
7e5e9569-f46d-4c18-8920-0bb6b5591b42;1;410035;410;Fornecimento realizado por nanoempreendedor;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;true;NFe,NFCe,CTe,CTe OS,NFSe;2026-01-23
6d4a3a8d-11fe-462b-a5c8-23ce5c80f56f;1;410036;410;Descontos incondicionais;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Anulação;0;0;0;false;NF3e,NFCom,NFAg,NFGas;2026-06-22
56debe69-60fb-40a6-8f9b-51b4b7fc32a2;1;410037;410;Importação os bens materiais sem incidência de IBS e CBS;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Anulação;0;0;0;false;;2026-06-22
5257d216-2f18-4ab6-806b-c41082820d31;1;410999;410;Operações não onerosas sem previsão de tributação, não especificadas anteriormente;Sem alíquota;NBS ou NCM;Imunidade e não incidência;false;false;false;false;false;false;false;Manutenção;0;0;0;true;NFe ABI,NFe,NFCe,CTe,CTe OS,BPe,BPe TA,BPe TM,NF3e,NFSe,NFCom,NFAg,NFGas;2025-12-15
